StatementID,Committee,Type,CommitteeNumber,Candidate,FilingDate,AmendedDate,OfficialFiling,TransactionDate,LastName,FirstName,Street,City,State,Zip,Expenditure,Purpose,AmendsExpenditureID,ExpenditureID,
1377,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Donorbox,,2615 Columbia Pike #427,Arlington,VA,,$1.13,Processing fees,,6739
1377,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Stripe,,510 Townsend St,San Francisco,CA,,$2.78,Processing fees,,6741
1377,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/12/2021,Invalid Date,21st day before election,10/06/2021,Zazzle,,1800 Seaport Blvd,Redwood City,CA,,$13.74,T-shirts,,6743
1377,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Snap Inc.,,2772 Donald Douglas Loop N,Santa Monica,CA,,$59.95,Snapchat advertising,,6746
1377,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$64.00,Facebook & Instagram advertising,,6749
1377,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Google,,1600 Amphitheatre Pkwy,Mountain View,CA,,$350.00,Google & Youtube advertising,,6751
1378,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Donorbox,,2615 Columbia Pike #427,Arlington,VA,,$2.49,Processing fees,,6753
1378,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Stripe,,510 Townsend St,San Francisco,CA,,$5.54,Processing fees,,6754
1379,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/12/2021,Invalid Date,21st day before election,10/08/2021,Fed Ex,,2616 Baseline Road,Boulder,CO,80305,$510.48,flyers for BM302,,6755
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/05/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$175.00,digital ad,,6757
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/06/2021,Square Space,,225 Varick St;12th Floor,New York,NY,10014,$26.00,Website,,6758
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/06/2021,Vermilion,,3055 Center Green Drive,Boulder,CO,80301,$600.00,Design & layout for flyer and ads,,6759
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/06/2021,Prairie Mountain Media,,3350 Arapahoe,Boulder,CO,80303,$848.70,Daily Camera Ad,,6761
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/06/2021,Prairie Mountain Media,,3350 Arapahoe,Boulder,CO,80303,$678.30,Daily Camera Ad,,6762
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/08/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$250.00,digital ad,,6763
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/10/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$400.00,digital ad,,6765
1380,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/12/2021,Invalid Date,21st day before election,10/12/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$147.85,digital ad,,6766
1381,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/12/2021,Invalid Date,21st day before election,10/09/2021,PayPal,,2211 N 1st St,San Jose,CA,95131,$1.94,paypal fee,,6771
1381,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/12/2021,Invalid Date,21st day before election,10/11/2021,PayPal,,2211 N 1st St,San Jose,CA,95131,$1.36,paypal fee,,6772
1381,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/12/2021,Invalid Date,21st day before election,10/12/2021,PayPal,,2211 N 1st St,San Jose,CA,95131,$1.21,paypal fee,,6773
1383,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/12/2021,Invalid Date,21st day before election,10/06/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$25.00,Advertising,,6801
1383,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/12/2021,Invalid Date,21st day before election,10/08/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$25.00,Advertising,,6802
1383,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/12/2021,Invalid Date,21st day before election,10/09/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$25.00,Advertising,,6803
1384,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/19/2021,Invalid Date,14th day before election,09/16/2021,Make Stickers,,8061 186th St,Tinley Park,IL,60487,$86.00,250 "302" stickers for yard signs,,6831
1384,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/19/2021,Invalid Date,14th day before election,10/12/2021,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$1150.20,One Color half page ad in Daily Camera,,6854
1384,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/19/2021,Invalid Date,14th day before election,10/12/2021,Prairie Mountain Media,,3350 Arapahoe AVe,Boulder,CO,80303,$905.10,4 non color small ads in Daily Camera,,6857
1385,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/12/2021,Invalid Date,21st day before election,10/05/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$-949.00,Correcting overcharge,,6805
1385,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/12/2021,Invalid Date,21st day before election,10/06/2021,Premier Credit Union,,2667 Broadway Ave,Boulder,CO,80304,$6.00,Checks,,6806
1385,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/12/2021,Invalid Date,21st day before election,10/05/2021,McKenna Daniels Design,,2932 4th Street,Boulder,CO,80304,$1200.00,Creative Services,,6807
1387,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/19/2021,Invalid Date,14th day before election,10/15/2021,Yellow Scene Magazine,,PO Box 964,Erie,CO,80516,$795.00,Advertisement,,6817
1387,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/19/2021,Invalid Date,14th day before election,10/15/2021,Hardcastle Film Company LLC,,2770 6TH ST,Boulder,CO,80304,$1000.00,Filming,,6818
1387,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/19/2021,Invalid Date,14th day before election,10/17/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$35.00,Advertising,,6819
1387,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/19/2021,Invalid Date,14th day before election,10/17/2021,Hootsuite,,5 East 8th Ave,Vancouver,CO,,$75.00,Social Media Managment,,6820
1387,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/19/2021,Invalid Date,14th day before election,10/19/2021,4degrees Inc,,8980 W Tennessee Ave,Lakewood,CO,80226,$6000.00,Advertising,,6851
1388,The Humane Clothing Act Committee,Ballot Measure Committee,2021-BMC-004,,10/13/2021,Invalid Date,14th day before election,10/13/2021,Office Depot,,1905 28th St,Boulder,CO,,$140.00,Campaign Materials,,6808
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/13/2021,4degrees Digital,,8980 W. Tennessee Ave.,Lakewood,CO,80226,$2000.00,Digital Marketing,,6809
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/12/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$107.00,Advertising,,6811
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/13/2021,Center Copy Printing,,2200 Central Avenue D-1,Boulder,CO,80301,$4116.43,Printing,,6812
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/13/2021,Center Copy Printing,,2200 Central Avenue D-1,Boulder,CO,80301,$155.02,Printing,,6813
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/13/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$50.00,Advertising,,6814
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/15/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$75.00,Advertising,,6815
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/18/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$200.00,Advertising,,6816
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/19/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$175.00,Advertising,,6852
1389,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/19/2021,Invalid Date,14th day before election,10/19/2021,4degrees,,8980 W. Tennessee Ave.,Lakewood,CO,80226,$1000.00,Digital Marketing,,6853
1390,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/18/2021,Invalid Date,14th day before election,10/15/2021,TextSurge,,1201 Connecticut Ave,Washington,DC,20036,$1900.00,Texting Campaign,,6810
1391,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/19/2021,Invalid Date,14th day before election,10/13/2021,Center Copy Printing,,2200 Central Ave. STE  D1,Boulder,CO,80301,$12.21,Printing,,6859
1391,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/19/2021,Invalid Date,14th day before election,10/14/2021,Daily Camera,,2500 55th St. STE 210,Boulder,CO,,$678.96,Ad ,,6860
1391,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/19/2021,Invalid Date,14th day before election,10/17/2021,Stripe,,510 Townsend St.,San Francisco,CA,,$50.01,Fee for Service,,6861
1391,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Center Copy Printing,,2200 Central Ave. STE D1,Boulder,CO,,$6405.81,Printing and Mailing,,6862
1392,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/19/2021,Invalid Date,14th day before election,10/13/2021,4degrees Digital,,8980 W.Tennessee Ave,Lake,CO,80226,$8500.00,Digital ad placement and management,,6821
1392,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/19/2021,Invalid Date,14th day before election,10/18/2021,Square Space,,225 Varick St;12th Floor,New York,NY,10014,$26.00,Website - spanish version,,6822
1392,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/19/2021,Invalid Date,14th day before election,10/19/2021,Yellow Scene Magazine,,PO Box 964,Erie,CO,80516,$395.00,ad,,6840
1393,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Stripe; Inc.,,510 Townsend Street,San Francisco,CA,94103,$0.61,Credit card fees; 1 donation 10/12 - 10/18,,6823
1393,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Rebel Idealist LLC (Donor Box),,2615 Columbia Pike #427,Arlington,VA,22204,$0.16,Online Donation Fees - 1 donation - 10/12 - 10-18,,6824
1393,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/19/2021,Invalid Date,14th day before election,10/12/2021,Facebook; Inc.,,1 Hacker Way,Menlo Park,CA,94025,$250.00,Online Advertising,,6825
1393,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/19/2021,Invalid Date,14th day before election,10/14/2021,Facebook; Inc.,,1 Hacker Way,Menlo Park,CA,94025,$400.00,Online Advertising,,6826
1393,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Google Inc.,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,$231.23,Online Advertising,,6827
1395,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/19/2021,Invalid Date,14th day before election,10/19/2021,Prairie Mountain Publishing,,5450 Western Ave,Boulder,CO,80305,$1842.00,Advertising - Daily Camera Digital Ads,,6828
1395,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/19/2021,Invalid Date,14th day before election,10/19/2021,Laura Jacoby  ,,701 Walnut St,Philadelphia,PA,19106,$300.00,Design,,6829
1396,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/19/2021,Invalid Date,14th day before election,10/19/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$185.00,Facebook & Instagram advertising,,6830
1398,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/19/2021,Invalid Date,14th day before election,10/16/2021,Staples,,1601 29th St. Suite 1292,Boulder,CO,80301,$119.72,Postcards,,6832
1399,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/19/2021,Invalid Date,14th day before election,10/13/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$125.00,Digital Advertising,,6833
1399,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/19/2021,Invalid Date,14th day before election,10/14/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$206.00,Digital Advertising,,6834
1399,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/19/2021,Invalid Date,14th day before election,10/16/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$175.00,Digital Advertising,,6835
1399,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/19/2021,Invalid Date,14th day before election,10/29/2021,Google Ads,,1600 Amphitheatre Parkway,Mountain View,CA,94043,$247.47,Digital Advertising,,6839
1400,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,10/19/2021,Invalid Date,14th day before election,10/19/2021,Donorbox,,2615 Columbia Pike #427,Arlington,VA,,$1.32,Processing fees,,6837
1400,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,10/19/2021,Invalid Date,14th day before election,10/19/2021,Stripe,,510 Townsend St,San Francisco,CA,,$3.46,Processing fees,,6838
1401,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/19/2021,Invalid Date,14th day before election,10/14/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$25.00,Advertising,,6841
1401,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/19/2021,Invalid Date,14th day before election,10/15/2021,Facebook,,1 Hacker Way,Menlo Park,CA,95131,$25.00,Advertising,,6842
1401,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/19/2021,Invalid Date,14th day before election,10/16/2021,Facebook,,1 Hacker Way,Menlo Park,CA,95131,$25.00,Advertising,,6843
1401,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/19/2021,Invalid Date,14th day before election,10/17/2021,Facebook,,1 Hacker Way,Menlo Park,CA,95131,$35.00,Advertising,,6844
1401,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Facebook,,1 Hacker Way,Menlo Park,CA,95131,$50.00,Advertising,,6845
1401,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/19/2021,Invalid Date,14th day before election,10/16/2021,Paypal,,2211 North First Street,San Jose,CA,94025,$3.38,Service charge,,6850
1402,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$900.00,Facebook boosting,,6846
1402,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Google,,1600 Amphitheatre Parkway,Mountain View,CA,,$300.00,google ads,,6847
1402,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Twilio,,375 Beale St. #300,San Francisco,CA,,$200.00,Texting Platform,,6848
1402,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/19/2021,Invalid Date,14th day before election,10/15/2021,Zapier,,548 Market St. #62411,San Francisco,CA,,$24.99,Software,,6849
1403,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/19/2021,Invalid Date,14th day before election,10/08/2021,Boulder Weekly,,690 S. Lashley Lane,Boulder,CO,80305,$499.00,advertisement,,6877
1403,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/19/2021,Invalid Date,14th day before election,10/18/2021,Boulder Parks and Rec,,3198 Broadway,Boulder,CO,80304,$300.00,Bandshell rental ,,6878
1403,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/19/2021,Invalid Date,14th day before election,10/11/2021,RVNA,,10148 Riverside Dr,Toluca Lake,CA,91602,$216.30,Insurance for Bandshell event ,,6879
1403,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/19/2021,Invalid Date,14th day before election,10/08/2021,Boulder Parks and Rec,,3198 Broadway,Boulder,CO,80304,$150.00,Bandshell deposit ,,6880
1404,Sierra Club Indian Peaks BMC,Ballot Measure Committee,2021-BMC-022,,10/19/2021,Invalid Date,14th day before election,10/12/2021,Community Banks of Colorado,,2045 Broadway,Boulder,CO,80302,$9.00,Banking Fee ,,6858
1406,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/19/2021,Invalid Date,14th day before election,10/12/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$35.00,advertising,,6863
1406,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/19/2021,Invalid Date,14th day before election,10/13/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$50.00,advertising,,6864
1406,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/19/2021,Invalid Date,14th day before election,10/14/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$75.00,advertising,,6865
1406,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/19/2021,Invalid Date,14th day before election,10/16/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$75.00,advertising,,6866
1406,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/19/2021,Invalid Date,14th day before election,10/17/2021,Namecheap,,4600 East Washington Street; Suite 305,Phoenix,AZ,85034,$10.00,maintaining domain name,,6867
1406,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$125.00,advertising,,6868
1406,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/19/2021,Invalid Date,14th day before election,10/19/2021,Namecheap,,4600 East Washington Street; Suite 305,Phoenix,AZ,85034,$14.64,maintaining domain name,,6869
1407,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/19/2021,Invalid Date,14th day before election,10/14/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$35.00,Advertising,,6870
1407,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/19/2021,Invalid Date,14th day before election,10/15/2021,4degrees; Inc.,,8980 W. Tennessee Ave,Lakewood,CO,80226,$2500.00,Advertising,,6871
1407,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/19/2021,Invalid Date,14th day before election,10/18/2021,McKenna Daniels Design,,2932 4th St,Boulder,CO,80304,$200.00,Art design,,6873
1407,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/19/2021,Invalid Date,14th day before election,10/19/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$35.00,Advertising,,6875
1407,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/19/2021,Invalid Date,14th day before election,10/19/2021,Stripe.com,,185 Berry Street; Suite 550,San Francisco,CA,94107,$7.43,Credit card fees,,6876
1408,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/19/2021,Invalid Date,14th day before election,10/19/2021,Prarie Mountain Media,,101 W. Colfax Ave.; Suite 1100. ,Denver,CO,,$848.70,Advertising,,6872
1408,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/19/2021,Invalid Date,14th day before election,10/19/2021,Prarie Mountain Media,,101 W. Colfax Ave.; Suite 1100.,Denver,CO,,$848.70,Advertising,,6874
1409,NO on 301:  A Wolf in Sheep's Clothing,Ballot Measure Committee,2021-BMC-024,,10/19/2021,Invalid Date,14th day before election,10/14/2021,Evite,,600 Wilshire Blvd unite 400,Los Angeles,CA,90017,$79.99,Event,,6881
1409,NO on 301:  A Wolf in Sheep's Clothing,Ballot Measure Committee,2021-BMC-024,,10/19/2021,Invalid Date,14th day before election,10/19/2021,4Degrees,,1155 Sherman St.,Denver,CO,80203,$250.00,Digital and social media,,6882
1409,NO on 301:  A Wolf in Sheep's Clothing,Ballot Measure Committee,2021-BMC-024,,10/19/2021,Invalid Date,14th day before election,10/18/2021,Fed Ex,,2616 Baseline Road,Boulder,CO,80302,$216.60,Printing,,6883
1409,NO on 301:  A Wolf in Sheep's Clothing,Ballot Measure Committee,2021-BMC-024,,10/19/2021,Invalid Date,14th day before election,10/19/2021,Fed Ex,,2616 Baseline Road,Boulder,CO,80302,$691.70,Printing,,6884
1411,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Staples ,,1601 29th Street Suite 1292 # 1049,Boulder,CO,80301,$109.99,Postcards,,7016
1411,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Target,,2800 Pearl St,Boulder,CO,80301,$29.97,Thank you cards,,7017
1411,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/28/2021,Invalid Date,Thursday before election,10/25/2021,USPS,,2700 Broadway St,Boulder,CO,80304,$92.80,Postage,,7018
1411,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/28/2021,Invalid Date,Thursday before election,10/20/2021,TextSurge,,1201 Connecticut Ave NW; Suite 600,Washington ,DC,20036,$1900.00,Marketing,,7019
1411,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/28/2021,Invalid Date,Thursday before election,10/08/2021,PostcardMania,,2145 Sunnyvale Bvld,Clearwater,FL,33765,$-974.13,Refund for overcharge,,7020
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/19/2021,Thomas Mayer,,918 Juniper Ave,Boulder,CO,80304,$1.00,reimb for overpayment of donation,,6965
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/19/2021,Alan Boles,,525 College AVe,Boulder,CO,80302,$1.00,reimb for overpayment of donation,,6966
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/19/2021,Lindsay Sweet,,4837    W. Moorhead Circle,Boulder,CO,80305,$20.00,reimb for overpayment of donation,,6967
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Prairie Mountain Media,,3350 Arapahoe AVe,Boulder,CO,80303,$2406.96,Camera Sat-Sun Color Ad; Camera Social Media ads,,6990
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/12/2021,Prairie Mountain Media,,3350 Arapahoe AVe,Boulder,CO,80303,$1150.20,Daily CAmera Color Sunday Ad,,6991
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/12/2021,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$905.00,4 days of B and W Ads in Camera,,6992
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,09/15/2021,Real EState Supply Store,,1233 Aikins Way,Boulder ,CO,80305,$62.01,1 box wire sticks for yard signs,,6996
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Costco Wholesale,,600 Marshall Road,Superior,CO,80027,$100.49,food for campaign party 10/23/2021,,7008
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,10/15/2021,Fed Ex Office Supply,,13155 Noel Road,Dallas ,CO,75240,$228.57,250 Color Flyers YES on 302,,7009
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,09/23/2012,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$949.00,Yes on 302 Ad in Camera Voter Guide,,7012
1412,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/28/2021,Invalid Date,Thursday before election,09/23/2021,Boulder Weekly,,Lashley Lane,Boulder,CO,80305,$935.00,Yes on 302 Ad in Weekly Voter Guide,,7013
1413,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/27/2021,Invalid Date,Thursday before election,10/20/2021, Big Red F Restaurant Group,,944 Pearl Street,Boulder,CO,,$200.00,Election Day Party,,6885
1414,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/27/2021,Invalid Date,Thursday before election,10/23/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$75.00,Advertising,,6888
1414,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/27/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$125.00,Advertising,,6889
1414,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/27/2021,Invalid Date,Thursday before election,10/24/2021,D&K Printing,,5637 Arapahoe Ave,Boulder,CO,80303,$-100.00,refund due to printing problems,,6890
1414,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/27/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$78.71,Advertising,,6891
1414,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/27/2021,Invalid Date,Thursday before election,10/24/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$75.00,Advertising,,6892
1414,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/27/2021,Invalid Date,Thursday before election,10/23/2021,Paypal,,2211 North First Street,San Jose,CA,95131,$3.86,Service charge,,6893
