FAC_NAME,FAC_CITY,FAC_STATE,FAC_COUNTY,FAC_LAT,FAC_LONG,NPDES_IDS
LIBERTY MOTORS INC / DAKOTA CUSTOMS,RAPID CITY,SD,PENNINGTON,44.07677,-103.19168,
EAGLE BUTTE SD AIRPORT,EAGLE BUTTE,SD,DEWEY COUNTY,44.9881,-101.2555,SDR10I02K
POWDER HOUSE LODGE,,SD,PENNINGTON,44.002349,-102.823802,
UNKNOWN,LOWER BRULE,SD,LYMAN,44.151009,-99.582707,SD0034398
PRAIRIE WINDS GOLF CLUB 1ST ADDITION,WATERTOWN,SD,CODINGTON COUNTY,44.90998,-97.20609,SDR10K162
P 1806(15)176,FORT PIERRE,SD,STANLEY COUNTY,44.318278,-100.340242,SDR10P148
FARMERS UNION CO-OP ASSOCIATION,SISSETON,SD,ROBERTS,45.66374,-97.05218,
ESTELLINE,,SD,HAMLIN,44.680619,-97.178598,
WASTEWATER SYSTEM IMPROVEMENTS,PIERPONT,SD,DAY COUNTY,45.495161,-97.831231,SDR10J919
BOSS TRUCK SHOP,SIOUX FALLS,SD,MINNEHAHA,43.604281,-96.766708,
FAIRBURN WATER ASSOCIATION,,SD,CUSTER,43.684943,-103.46225,
"C-LOCK, INC.",RAPID CITY,SD,PENNINGTON,44.07266,-103.16024,
SUNRISE MOBILE HOME PARK,,SD,,44.446796,-100.238176,
P 6480(04),RAPID CITY,SD,PENNINGTON COUNTY,44.010406,-103.299858,SDR10P017
USFS-BHNF LAKESHORE PICNIC ARE,,SD,,44.446796,-100.238176,
"RILEY COMPANY, INC.",IRENE,SD,CLAY,43.081939,-97.160547,
AMERICAN FAMILY FARMS,ALCESTER,SD,UNION,43.036667,-96.623056,SDP000084
"MIDSTATES CRUSHING & RECYCLE, LLC",BERESFORD,SD,PORTABLE SOURCE,43.191775,-96.845585,
2021 HAND COUNTY,MILLER,SD,HAND COUNTY,44.53186,-98.989019,SDR10K227
ISABEL,,SD,DEWEY,45.150005,-100.852218,
LOWER BRULE ROUTE 10,LOWER BRULE,SD,LYMAN COUNTY,44.0791,-99.825,SDR10I01O SDR10I01P
DIAMOND SPUR EVENT CENTER,HILL CITY,SD,PENNINGTON COUNTY,43.951111,-103.511389,SDR10K650
"CANOVA, TOWN OF",CANOVA,SD,MINER,43.881526,-97.51131,SDG821521
CHERRY CREEK WASTEWATER TREATMENT FACILITY,EAGLE BUTTE,SD,DEWEY COUNTY,44.605166,-101.494263,SDG589108
MIDLAND HEIGHTS,,SD,MEADE,44.606792,-102.715864,
DOUGS CUSTOM PAINT AND BODY INCORPORATED,MITCHELL,SD,DAVISON,43.70198,-98.0726,
BIG STONE CITY,,SD,GRANT,45.172637,-96.772261,
RAPID CITY JOURNAL - PRESS PLANT,RAPID CITY,SD,PENNINGTON,44.080784,-103.219279,
ORCHARD MEADOWS TOWNHOMES,RAPID CITY,SD,PENNINGTON COUNTY,44.058053,-103.158691,SDR10K296
PCN 08E7,SPEARFISH,SD,,44.5186,-103.8902,SDR10P50K
SEXAUER COMPANY,GETTYSBURG,SD,POTTER,45.015732,-99.95126,
FARMERS UNION COOP ASSN,BERESFORD,SD,UNION,43.085382,-96.804119,SD0024333 SDG824333
NH 0212(174)377,WATERTOWN,SD,CODINGTON COUNTY,44.890119,-97.097225,SDR10P173
ROOSEVELT HS ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.516667,-96.806944,SDR10K575
SDDANR BAIT STATION,PIERRE,SD,HUGHES,44.377128,-100.290513,
LEAD,,SD,LAWRENCE,44.353669,-103.796528,
AMS DEVELOPMENT BROOKS INDUSTRIAL PARK,VERMILLION,SD,CLAY COUNTY,42.791111,-96.913333,SDR10K547
COE-LKO/SWAN CREEK L,,SD,,44.446796,-100.238176,
MINNESOTA RUBBER & PLASTICS,WATERTOWN,SD,CODINGTON,44.89344,-97.13963,
GETTYSBURG COMMUNITY CARE CLINIC,GETTYSBURG,SD,POTTER,45.01359,-99.963219,
"P 0044(212)172, PCN 04X0, I7AJ, I7AH, I7AE, I7AF, 07EA, 08NX",WHITE RIVER,SD,MELLETTE COUNTY,43.5621,-101.2017,SDR10I02X
JOHNSONDIVERSEY SIOUX FALLS SD (FORMER),TEA,SD,MINNEHAHA,43.451261,-96.811487,
CLEAR LAKE LODGE,,SD,,44.446796,-100.238176,
LABOLT FARMERS GRAIN,LABOLT,SD,GRANT,45.05207,-96.67676,
"DAKOTA LETTERING, INC.",SIOUX FALLS,SD,MINNEHAHA,43.513,-96.75927,
SERENITY PARK ADDITION,TEA,SD,LINCOLN COUNTY,43.456944,-96.820833,SDR10K498
YYSA PHASE 1 IMPROVEMENTS,YANKTON,SD,YANKTON COUNTY,42.908833,-97.400222,SDR10K332
SD DOH - HEALTH LABORATORY,PIERRE,SD,HUGHES,44.378334,-100.337731,
LOT 3 CHARIS CORNER ADDITION,SIOUX FALLS,SD,LINCOLN COUNTY,43.476,-96.731944,SDR10K643
GLOBAL DAIRY LP,BROOKINGS,SD,,44.193976,-96.855435,SDR10P335
FOXRIDGE WASTEWATER TREATMENT FACILITY,FOX RIDGE,SD,MEADE,44.99876,-101.199397,SDG589115
AMERICAN PRESIDENTS MOTEL,,SD,,44.446796,-100.238176,
DAKOTA PRAIRIE EAST ADDITION,SIOUX FALLS,SD,LINCOLN COUNTY,43.488159,-96.676879,SDR10J163
GROTON GENERATING STATION,GROTON,SD,BROWN,45.3718,-98.1032,
"SIOUX CITY, SD VA COMMUNITY BASED OUT-REACH CLINIC (CBOC)",DAKOTA DUNES,SD,UNION,42.505692,-96.499032,
GRAPHIC PACKAGING INTERNATIONAL - SIOUX FALLS / D AVENUE,SIOUX FALLS,SD,MINNEHAHA,43.565991,-96.739216,
MAGNESS LIVESTOCK CAFE,HURON,SD,CACHE,44.371965,-98.214113,
OUTLAW RANCH,,SD,CUSTER,43.684943,-103.46225,
USDA USFS R02 BHNF PACTOLA VISITOR CENTER,CUSTER,SD,PENNINGTON,43.855937,-103.6941,
BIG PINE CAMPGROUND,CUSTER,SD,CUSTER,43.855937,-103.6941,
2019 STORM REPAIRS 24,MANDERSON,SD,,43.2788,-102.4717,SDR10I02T
ELKHORN RIDGE LIFT STATION A & B,SPEARFISH,SD,LAWRENCE COUNTY,44.498478,-103.890276,SDR10K876
PLATTE COMMUNITY MEMORIAL HOSPITAL,PLATTE,SD,CHARLES MIX,43.3842,-98.83672,
OWANKA RURAL WATER SYSTEM,,SD,PENNINGTON,44.002349,-102.823802,
BLACK HILLS CHAIRLIFT,,SD,LAWRENCE,44.353669,-103.796528,
REPLACE HYDRANT FUEL SYSTEM,ELLSWORTH AFB,SD,MEADE COUNTY,44.156806,-103.096111,SDR10K156
"POMP'S TIRE SERVICE, INC. ",RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
HURON,HURON,SD,BEADLE COUNTY,44.445392,-98.177564,
LIVESTOCK STATE BANK-ARTESIAN,,SD,,44.446796,-100.238176,
FT. RANDALL TACKLE,PICKSTOWN,SD,CHARLES MIX,43.069084,-98.532028,
RICER COMPANY,RAPID CITY,SD,PENNINGTON,44.09872,-103.20667,
MITCHELL,,SD,DAVISON,43.680439,-98.155868,
PENSKE AUTO CENTER,SIOUX FALLS,SD,MINNEHAHA,43.5175,-96.73125,
"P 0033(16) & NH - P 0033(15), LYMAN; MELLETTE; TODD; TRIPP, PCN 041V & 042A",RELIANCE,SD,LYMAN COUNTY,43.8776,-99.6057,SDR10I026
2517 ROBBINSDALE PHASE 6 PARKVIEW RECONSTRUCTION,RAPID CITY,SD,PENNINGTON COUNTY,44.051814,-103.210033,SDR10K062
LAKE TRAVERSE UTILITY COMM,,SD,,44.446796,-100.238176,
FORESTBURG WELL COMPANY,,SD,SANBORN,44.021032,-98.092105,
MARTIN,,SD,BENNETT,43.184826,-101.676426,
THE LANKOTA GROUP,HURON,SD,BEADLE,44.334518,-98.25482,
SOUTHWEST SEWER INTERCEPTOR,BROOKINGS,SD,BROOKINGS COUNTY,44.27435,-96.814739,SDR10J996
THE WOODS SUBDIVISION,SIOUX FALLS,SD,LINCOLN COUNTY,43.474722,-96.738889,SDR10K007
CHS BRANDON; WORTHING,WORTHING,SD,LINCOLN,43.330355,-96.80332,
ROCKERVILLE WILD WEST CAMPGROUND,,SD,,44.446796,-100.238176,
SGT WATER ASSOCATION,,SD,,44.446796,-100.238176,
NEW EFFINGTON 230 KV SUBSTATION,NEW EFFINGTON,SD,ROBERTS COUNTY,45.879201,-96.893086,SDR10J809
RUNWAY 13/31 RECONSTRUCTION,CLARK,SD,CLARK COUNTY,44.896292,-97.713381,SDR10K541
MINNESOTA AVE IMPROVEMENTS - RUSSELL ST TO 2ND ST,SIOUX FALLS,SD,LINCOLN COUNTY,43.559173,-96.731428,SDR10K556
OST SANITATION AND MAINTENANCE,,SD,,44.446796,-100.238176,
DENNYS MODERN CLEANERS,WINNER,SD,TRIPP,43.373997,-99.856872,
SUPER LUBE,RAPID CITY,SD,PENNINGTON,44.07044,-103.232419,
PINE RIDGE HOSPITAL-NEW HOSPITAL TP ASSOCIATED WITH SP01,PINE RIDGE,SD,SHANNON COUNTY,43.18799,-102.74493,
HARVEST CREEK ADDITION,SIOUX FALLS,SD,LINCOLN COUNTY,43.497835,-96.657031,SDR10J670
KARL SCHENK - SITE 26,MISSION HILL,SD,YANKTON COUNTY,42.925,-97.308,SDR10J081
COE-LK O/WEST POLLOCK-N SYSTEM,,SD,,44.446796,-100.238176,
PCN 05F9,DELL RAPIDS,SD,MINNEHAHA COUNTY,43.8335,-96.7804,SDR10P283
"TODD COUNTY; PROJECT NH 0018(208)175, PCN 05TM",MISSION,SD,YANKTON COUNTY,43.3266,-100.8763,SDR10I011
SANFORD CLINIC LAKE NORDEN,LAKE NORDEN,SD,HAMLIN,44.580539,-97.210606,
MALONEY INCORPORATED,SIOUX FALLS,SD,LINCOLN,43.538238,-96.666359,
FORRETTE JF AERIAL SPRAYING,SISSETON,SD,ROBERTS,45.66391,-97.049572,
TOLSTOY,,SD,POTTER,45.064276,-99.949631,
HARROLD,,SD,,44.446796,-100.238176,
BROOKINGS COUNTY OUTDOOR ADVENTURE CENTER,BROOKINGS,SD,BROOKINGS,44.273365,-96.768264,
"SOLDIER CREEK, COMMUNITY OF",SOLDIER CREEK,SD,,43.311944,-100.8825,SDU000026
"BUYERS CHOICE AUTO SALES, LLC. DBA CARS FOR LESS",MADISON,SD,LAKE,44.000478,-97.129274,
RIDGEVIEW WASTEWATER TREATMENT FACILITY,EAGLE BUTTE,SD,DEWEY,45.08963,-100.792678,SDG589102
KC BAR & CAFE,,SD,,44.446796,-100.238176,
CLAREMONT COLONY PANEL SHOP,CASTLEWOOD,SD,HAMLIN COUNTY,44.85155,-97.045029,SDR10H183
AVERA ON LOUISE PARKING,SIOUX FALLS,SD,LINCOLN COUNTY,43.488056,-96.763056,SDR10K718
"CHEYENNE RIVER CPGD, EDGEMONT",,SD,,44.446796,-100.238176,
UNITED ORDER OF SOUTH DAKOTA,CUSTER,SD,CUSTER,43.855937,-103.6941,
2020 MISCELLANEOUS IMPROVEMENTS PROJECT,RAPID CITY,SD,PENNINGTON COUNTY,44.071389,-103.528611,SDR10K236
APPLE SPRINGS RESIDENTIAL DEVELOPMENT,STURGIS,SD,MEADE,44.40561,-103.60378,SDR10J701
NORTHWESTERN PUBLIC SERVICE,HURON,SD,BEADLE,44.36751,-98.224,
HORSEHEAD RESORT,,SD,,44.446796,-100.238176,
"SHERBROOKE ASPHALT, INC.",SOUTH DAKOTA,SD,BECKER,46.819479,-95.848032,
"ABERDEEN ASPHALT, INC.",ABERDEEN,SD,PORTABLE SOURCE,45.4522,-98.4953,
COLONIAL PINE HILLS,,SD,PENNINGTON,44.002349,-102.823802,
"CARTHAGE, CITY OF",CARTHAGE,SD,MINER,44.169111,-97.72575,SD0020206
GFP 11-E/JOE CREEK RECREATION AREA,,SD,,44.446796,-100.238176,
"LEWIS DRUGS, INC.",SIOUX FALLS,SD,MINNEHAHA,43.529362,-96.673695,
EASTBOUND BELVIDERE REST AREA,BELVIDERE,SD,JACKSON,43.841611,-101.235722,SDGN27359
GFP-BEAR BUTTE VISITOR'S CENTER,,SD,MEADE,44.409462,-103.518474,
MIDLAND ROSS CORP - MIDTEX DIVISION,HURON,SD,BEADLE,44.371965,-98.214113,
FORESTBURG COFFEE WELL,,SD,,44.446796,-100.238176,
C AVENUE FACILITY,SIOUX FALLS,SD,MINNEHAHA,43.56566,-96.73824,
RED ROCKS SUBSTATION,RAPID CITY,SD,PENNINGTON COUNTY,44.034166,-103.318888,SDR10J688
WBI WEST SHORT PINE HILLS COMPRESSOR STATION,CAMP CROOK,SD,HARDING,45.550242,-103.973966,
LANGE,RAPID CITY,SD,PENNINGTON,44.11181,-103.2676,
OLDE GLORY FIREWORKS,,SD,,44.446796,-100.238176,
OLVERSON TRANS SVC (FORMER),RAYMOND,SD,CLARK,44.935651,-97.911755,
BURKE,,SD,GREGORY,43.179094,-99.202158,
AVANTARA GROTON,GROTON,SD,BROWN,45.4575,-98.10018,
SDGF&P OAHE DOWNSTREAM GUN RANGE,FORT PIERRE,SD,STANLEY,44.371376,-100.387684,
P 0019(45)54 & P-PS 0044(216)392,PARKER,SD,TURNER COUNTY,43.449616,-97.122603,SDR10P041
BROKEN ARROW HORSE CAMP,CUSTER,SD,CUSTER,43.855937,-103.6941,
BUFFALO RIDGE,,SD,,44.446796,-100.238176,
DOLLAR GENERAL STORE #23871,HIGHMORE,SD,HYDE COUNTY,44.526944,-99.447778,SDR10K582
MEAD PROPERTY DEVELOPMENT,YANKTON,SD,YANKTON COUNTY,42.9106,-97.3989,SDR10P265
RUNNINGS REMODEL & ADDITION,ABERDEEN,SD,BROWN COUNTY,45.461111,-98.460555,SDR10J109
PCN 086C & 086D,REDFIELD,SD,,44.8658,-98.6457,SDR10P508
DAVISON RURAL WATER SYSTEM INC,,SD,DAVISON,43.680439,-98.155868,
RIVER VALLEY ADDITION -  2008 - PHASE 1,SIOUX FALLS,SD,MINNEHAHA COUNTY,42.521568,-96.503321,SDR10E059
RIVER PARK LODGE,,SD,,44.446796,-100.238176,
"ROSLYN, TOWN OF",ROSLYN,SD,DAY,45.49925,-97.502222,SD0022802
LUKA TRANSPORTATION INC,SIOUX FALLS,SD,MINNEHAHA,43.608546,-96.810436,
HARVEST STATES COOPERATIVES,BELLE FOURCHE,SD,BUTTE,44.669378,-103.849092,
SPEARFISH MOUNTAIN RANCH,,SD,,44.446796,-100.238176,
EGEBERG AERIAL SPRAYING INC,BROOKINGS,SD,BROOKINGS,44.193976,-96.855435,
ROOST RESORT - CAMPGROUND WELL,CUSTER,SD,CUSTER,43.855937,-103.6941,
FAMILY-LAND USA CAMPGROUND,,SD,,44.446796,-100.238176,
ELLSWORTH AIR FORCE BASE,,SD,,44.446796,-100.238176,
DEADWOOD GULCH LODGE INC,DEADWOOD,SD,LAWRENCE,44.351194,-103.778974,
ELKHORN RIDGE WATER ASSOCIATION-TREAT SITE-WELL #1,PIEDMONT,SD,,44.1966,-103.3074,
ANIMAL HEALTH INTERNATIONAL,SIOUX FALLS,SD,MINNEHAHA,43.593475,-96.76117,
HOLY SMOKE CABINS,KEYSTONE,SD,PENNINGTON,43.890706,-103.427286,
RIVERVIEW TRAILER COURT,,SD,,44.446796,-100.238176,
"RTI, LLC",BROOKINGS,SD,BROOKINGS,44.31581,-96.75181,
HANNA TRUCKING,TORONTO,SD,DEUEL,44.601695,-96.689533,
WATERTOWN FORD CHRYSLER AUTO BODY SOLUTIONS,WATERTOWN,SD,CODINGTON,44.88876,-97.09106,
CROW CREEK SIOUX TRIBAL SCHOOLS INC.,FORT THOMPSON,SD,BUFFALO,44.115198,-99.42627,
HOLIDAY INN EXPRESS HOTEL & SUITES,WATERTOWN,SD,CODINGTON COUNTY,44.891667,-97.070555,SDR10J700
"OCTAFLEX ENVIRONMENTAL SYSTEMS, INC.",TIMBER LAKE,SD,DEWEY,45.31673,-100.931061,
THE MEAT LODGE,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.584149,-96.694466,SDR10H117
GEIB ELSTON FROST PF ASSN,RAPID CITY,SD,PENNINGTON,44.05796,-103.22716,
BASIN ELECTRIC - DEER CREEK STATION,ELKTON,SD,BROOKINGS,44.227496,-96.480837,
RAPID CITY GSA-VA OUTPATIENT CLINIC,RAPID CITY,SD,PENNINGTON COUNTY,44.02449,-103.25206,SDR10K472
SOLEM BLDG/PCWC PARKING LOT IMPROVEMENTS,PIERRE,SD,HUGHES COUNTY,44.357993,-100.308172,SDR10J212
WENK FOODS (FORMER),MADISON,SD,LAKE,44.00717,-97.11421,
MIDSTATE AGRONOMY,DE SMET,SD,KINGSBURY,44.387678,-97.551129,
"HARRISBURG, CITY OF (BIOSOLIDS)",HARRISBURG,SD,LINCOLN,43.421389,-96.697722,SD0023728 SDG823728 SDLG23728
RUSHMORE TRAMWAY ADVENTURES,KEYSTONE,SD,PENNINGTON,43.890706,-103.427286,
PRAIRIE AG PARTNERS,LAKE PRESTON,SD,KINGSBURY,44.36588,-97.390707,
WILD WATER WEST CAMPGROUND,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.5,-96.9,SDR10K357
CONSOLIDATED MANAGEMENT CORP,EDGEMONT,SD,FALL RIVER,43.297425,-103.82942,
BUTTE-MEADE SANITARY WATER DISTRICT,,SD,BUTTE,44.896435,-103.501762,
ARMOUR  CITY OF WWTP,ARMOUR,SD,DOUGLAS,43.31882,-98.340663,
"ROSENBAUER SOUTH DAKOTA, LLC",LYONS,SD,MINNEHAHA COUNTY,43.722718,-96.870485,
INDEPENDENCE HALL,RAPID CITY,SD,PENNINGTON COUNTY,43.987116,-103.275067,SDR10G230
KENNETH F. BORECKY & CO. SITE,HURON,SD,BEADLE,44.371965,-98.214113,
COE-LK S/DEGREY PICNIC AREA,,SD,,44.446796,-100.238176,
USFS-CNF REVA GAP,,SD,,44.446796,-100.238176,
DAKOTA ETHANOL LLC,WENTWORTH,SD,LAKE,43.976389,-96.95333,SD0027847
DAKOTA GRANITE COMPANY,MILBANK,SD,GRANT,45.24719,-96.514614,
CONO-MART #2,RAPID CITY,SD,PENNINGTON,44.08759,-103.20809,
CC06 - OPAL WORKFORCE CAMP,OPAL,SD,MEADE COUNTY,45.020278,-102.658889,SDR10J237
NH 0044(167)44 / P0231(13)79 / P 0445(00)74,UNKNOWN,SD,PENNINGTON COUNTY,44.084712,-103.259108,SDR10J733
MIDWAY MOTEL,,SD,,44.446796,-100.238176,
BOXELDER HIGH COUNTRY ASSOCIATION,RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
STICKNEY,,SD,AURORA,43.724719,-98.577587,
LOFTY PINES II,,SD,MEADE,44.606792,-102.715864,
2019 GOLF IMPROVEMENT PROJECT,OACOMA,SD,LYMAN COUNTY,43.807581,-99.416103,SDR10K813
PCN 083V,CAVOUR,SD,BEADLE COUNTY,44.2963,-97.9936,SDR10P50E
GREENFIELDS ADDITION GRADING,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.574,-96.783,SDR10J088
DIAMOND CLEANERS,ABERDEEN,SD,BROWN,45.45799,-98.48807,
TESSIER'S INC,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.624139,-96.749639,SDR10J949
PCN 06R6,CHELSEA,SD,,45.1583,-98.6648,SDR10P524
NORTHERN NATURAL GAS - BRYANT TBS,BRYANT,SD,HAMLIN,44.59462,-97.46198,
PINE RIDGE BIA AGENCY,,SD,,44.446796,-100.238176,
BRIAN PETERS AGRICULTURAL WASTE STORAGE FACILITY,BRITTON,SD,MARSHALL COUNTY,45.796618,-97.601155,SDR10D822
ADDITION OF 16 RV SITES TO SOUTHERN HILLS RV PARK,HERMOSA,SD,CUSTER COUNTY,43.845798,-103.202547,SDR10K375
TEA,,SD,LINCOLN,43.27942,-96.722286,
UPS - RAPID CITY (SDRPY),RAPID CITY,SD,MEADE,44.110467,-103.156908,SDR10J966
LOT 6/TRACT 4 CANTON DEVELOPMENT ADDITION,CANTON,SD,LINCOLN COUNTY,43.32994,-96.579185,SDR10K869
TECHNICAL ORDNANCE,,SD,,44.446796,-100.238176,
AMERICAN TEL & TEL CO LONG LINES,NEWELL,SD,BUTTE,44.714145,-103.423785,
HWY 100 DEVELOPMENT,SIOUX FALLS,SD,LINCOLN COUNTY,43.468841,-96.749871,SDR10K863
WAMBLEE (OSHA) LAGOON,PINE RIDGE,SD,SHANNON,43.572028,-101.645972,SDG589514
GOLF COURSE FORCE MAIN IMPROVEMENTS,CUSTER,SD,CUSTER COUNTY,43.767778,-103.575556,SDR10K209
ONAKA,,SD,FAULK,45.065476,-99.153564,
VERMEER INC.,FREEMAN,SD,HUTCHINSON,43.350946,-97.419175,SDPG00006
APPLE VALLEY MOBILE HOME PARK,,SD,,44.446796,-100.238176,
KRAEMER TRUCKING & EXCAVATING INC,SOUTH DAKOTA,SD,STEARNS,44.386119,-100.319166,
SDSU DAKOTA BIO PRODUCTS,BROOKINGS,SD,BROOKINGS COUNTY,44.320199,-96.765364,SDR10K466
USFS-BHNF REDER DWELLINGS,,SD,,44.446796,-100.238176,
"SIOUX FALLS, CITY OF - SCHOOLS",SIOUX FALLS,SD,MINNEHAHA,43.56024,-96.75375,
"SIOUX EMPIRE AUTOMOTIVE SERVICE CENTER, INC.",TEA,SD,LINCOLN,43.46101,-96.81394,
GRADING IMPROVEMENTS,RAPID CITY,SD,PENNINGTON COUNTY,44.036403,-103.159059,SDR10K766
UTICA GOVERNORS HOUSING DEVELOPMENT,UTICA,SD,YANKTON COUNTY,42.980278,-97.496111,SDR10K628
"P-B 0127(07)231, ROBERTS COUNTY, PCN 05GY",NEW EFFINGTON,SD,ROBERTS COUNTY,45.8487,-96.9077,SDR10I02N
STONE RIDGE ESTATES,BRANDON,SD,MINNEHAHA COUNTY,43.6042,-96.5891,SDR10B631 SDR10K280
CENTRAL CHURCH PARKING EXPANSION,SIOUX FALLS,SD,LINCOLN COUNTY,43.495278,-96.761667,SDR10K814
"BROADWIND SERVICES, LLC",HOWARD,SD,MINER,44.01095,-97.53205,
DAKOTA STEEL & TRIM INC,CANTON,SD,LINCOLN COUNTY,43.32994,-96.579185,SDR10K857
AMOCO OIL SS #9581 (FORMER),BELLE FOURCHE,SD,BUTTE,44.662626,-103.85433,
TYCO PLASTICS SIOUX FALLS,SIOUX FALLS,SD,MINNEHAHA,43.57259,-96.74807,
COE - LAKE OAHE OFFICE,,SD,,44.446796,-100.238176,
LITTLEBURG ELEMENTARY SCHOOL,MISSION,SD,TODD,43.30919,-100.658542,
WILSON TRAILER COMPANY,LENNOX,SD,LINCOLN,43.340613,-96.887572,SDP000123 SDPG00012
GRIMMS PUMP & INDUSTRIAL SUPPLY (FORMER EDDIES LEASING INC.),RAPID CITY,SD,PENNINGTON,44.0834,-103.19545,
RAFTER-J BAR RANCH-TREAT SITE-#1 #2 NEW,HILL CITY,SD,PENNINGTON,43.933713,-103.570374,
BRO 8003(37)/BRO 8008(04)/BRO 8014(37)/BRO 8030(16,UNKNOWN,SD,,44.253989,-98.356229,SDR10P197
GETTYSBURG SCHOOL DISTRICT 53-1,GETTYSBURG,SD,POTTER,45.008035,-99.956167,
LONG CREEK STORE,WANBLEE,SD,JACKSON,43.389164,-101.734776,
BLACK HILLS AERO,SPEARFISH,SD,LAWRENCE,44.48429,-103.7832,
BLACK ELK RESORT-TREAT SITE - NEW WELL,RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
CREEK DRIVE STORAGE UNITS,RAPID CITY,SD,PENNINGTON COUNTY,44.0861,-103.186738,SDR10K416
DEBERG WELL USERS ASSOCIATION,,SD,LAWRENCE,44.353669,-103.796528,
RAINBOW WATER COMPANY,,SD,PENNINGTON,44.002349,-102.823802,
OLD FORT THOMPSON SLUMP REPAIR,FORT THOMPSON,SD,BRULE COUNTY,44.056389,-99.444444,SDR10K632
THE SHED,,SD,,44.446796,-100.238176,
SHARPE RENTAL'S,PIERRE,SD,HUGHES COUNTY,44.369722,-100.316667,SDR10G688
VETCH AUTO BODY REPAIR,ABERDEEN,SD,BROWN,45.487075,-98.484174,
SODAK PARK SUPPER CLUB,,SD,,44.446796,-100.238176,
NEWPORT COLONY,,SD,BROWN,45.589254,-98.352175,
HIGHLAND ADDITION IMPROVEMENTS - PHASE 3,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.5513,-96.710156,SDR10P163
BLACK HAWK OIL COMPANY,,SD,CUSTER,43.83966,-103.194124,
CHEYENNE RIVER WATER AUTHORITY,,SD,,44.446796,-100.238176,
AUBURN HILLS SUBDIVISION - PHASE 6,RAPID CITY,SD,PENNINGTON COUNTY,44.129819,-103.229542,SDR10I380
DONAHOE FARMS ADDITION,SIOUX FALLS,SD,LINCOLN COUNTY,43.488308,-96.691959,SDR10J448
ROSEDALE COLONY WASTEWATER LAGOON ADDITION,MITCHELL,SD,HANSON COUNTY,43.624083,-97.869583,SDR10F516
THE LODGE AT MOUNT RUSHMORE,,SD,PENNINGTON,44.002349,-102.823802,
PONDEROSA RIDGE,,SD,PENNINGTON,44.002349,-102.823802,
WILDCAT VALLEY,,SD,,44.446796,-100.238176,
SEXAUER COMPANY,AGAR,SD,SULLY,44.838584,-100.081313,
BEADS CREEK BRIDGE 2018-A034,ROSEBUD,SD,,43.202,-100.9677,SDR10I02Y
GREENWAY APARTMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.529864,-96.687607,SDR10J465
SUNSET MANOR INC,IRENE,SD,TURNER,43.10427,-97.298426,
CENEX SERVICE CENTER,SIOUX FALLS,SD,MINNEHAHA,43.544362,-96.723773,
ARBORS EDGE ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.541389,-96.621667,SDR10G365
HOT SPRINGS KOA,HOT SPRINGS,SD,FALL RIVER,43.433953,-103.480193,
MORRIS INC,PIERRE,SD,HUGHES,44.386119,-100.319166,
HOMESTAKE MINING COMPANY GOLD DIVISION,LEAD,SD,LAWRENCE,44.353595,-103.744641,
WHISKEY CREEK ADDITION,HARRISBURG,SD,LINCOLN COUNTY,43.445547,-96.761622,SDR10K309
SPARTAN ERV,BRANDON,SD,MINNEHAHA,43.606002,-96.57866,
WICKERHOUSE/ANDY'S BARREL ROOM,,SD,,44.446796,-100.238176,
GUADALAJARA MEXICAN RESTAURANT,SPEARFISH,SD,LAWRENCE,44.498478,-103.890276,
CSP-SYLVAN LAKE CAMPGROUND,,SD,,44.446796,-100.238176,
CONO-MART #3,BOX ELDER,SD,PENNINGTON,44.120013,-103.070623,
TRAIL-EZE INC.,MITCHELL,SD,DAVISON,43.691071,-98.026739,
MCCOOK CO. STRUCTURE NO. 44-010-185,BRIDGEWATER,SD,,43.5819,-97.5871,SDR10P51Q
USFS-BHNF BEAR GULCH PICNIC AREA,,SD,,44.446796,-100.238176,
FARMERS UNION OIL CO,BRISTOL,SD,DAY,45.2597,-97.71114,
SERVICE SIGNS INC.,ABERDEEN,SD,BROWN,45.487075,-98.484174,
DELL ACRES RESIDENTIAL CORPORATION,,SD,,44.446796,-100.238176,
SECURE ENTERPRISE ASSET MANAGEMENT (SEAM),SIOUX FALLS,SD,MINNEHAHA,43.57993,-96.72463,
KEMP'S KAMP WEST,KEYSTONE,SD,PENNINGTON,43.890706,-103.427286,
HERMOSA - TOWN OF,HERMOSA,SD,CUSTER COUNTY,43.834806,-103.181528,SD0022349
MISSION,,SD,,44.446796,-100.238176,
SPRING CREEK BAY SUBDIVISION,PIERRE,SD,SULLY COUNTY,44.550831,-100.476971,SDR10K478
SIOUX PRINTING INC,SIOUX FALLS,SD,MINNEHAHA,43.59279,-96.71978,
DJ'S BAR & LOUNGE,,SD,,44.446796,-100.238176,
