stage_value_display_sortable,data_provider,abbrev,stage_value_display,station_num,meas_value_display_sortable,meas_flagb,wd,meas_flaga,row_color,water_source,gnis_id,detailsLink,contr_area,st,meas_value,modified,cty,station_type,modifiedDate,meas_units,stage_flagb,stage_flaga,stream_mile,symbol_shape,longdecdeg,meas_value_display,drain_area,huc10,location_accuracy,more_information,parameter,utm_y,utm_x,station_name,symbol_color,stage_value,symbol_scale,data_category,county,latdecdeg,stage_units,station_name_display,div,usgs_station_id,meas_date_time,wdid,stage_parameter
9046.050000000001,DWR,ALSRESCO,9046.05 ft,2403,43.6,null,45,O,null,EAST DIVIDE CREEK,00174793,ALSRESCO,null,CO,43.6,/Date(1639016179827)/,39,Storage Structure,/Date(1638946800000)/,ACFT,null,O,18.47,Triangle,-107.483256,43.6 ACFT,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/ALSRESCO?params=STORAGE,STORAGE,4356646.5,285968.7,ALSBURY RESERVOIR,Blue,9046.050000000001,13,Surface Water,MESA,39.332774,ft,ALSBURY RESERVOIR,5,null,/Date(1639016100000)/,4503695,ELEV
-0.58,DWR,AMYCANCO,-0.58 ft,1956,0,null,67,O,null,ARKANSAS RIVER,00078956,AMYCANCO,null,CO,0,/Date(1639017049970)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,48.6,Circle,-102.745929,0 cfs,null,11020009,User supplied,https://dwr.state.co.us/Tools/Stations/AMYCANCO?params=DISCHRG,DISCHRG,4219002.5,697653.4,AMITY CANAL,Green,-0.58,13,Surface Water,BENT,38.097232,ft,AMITY CANAL,2,null,/Date(1639016100000)/,6700607,GAGE_HT
null,DWR,ANDDITCO,null,9415,0,null,6,O,null,BOULDER CREEK,00178354,ANDDITCO,null,CO,0,/Date(1639016149737)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,23.58,Circle,-105.301065,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/ANDDITCO?params=DISCHRG,DISCHRG,4429267.0,474307.0,ANDERSON DITCH,Green,null,13,Surface Water,BOULDER,40.013218,null,ANDERSON DITCH,1,null,/Date(1639015200000)/,0600501,null
null,U.S. Geological Survey,ANIALPCO,null,3458,158,null,30,O,null,ANIMAS RIVER,00900284,ANIALPCO,null,CO,158,/Date(1639016161377)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,null,22.15,Circle,-107.872591,158 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/ANIALPCO?params=DISCHRG,DISCHRG,4126392.3,245216.8,"ANIMAS RIVER BLW DURANGO PUMP PLANT NR DURANGO, CO",Blue,null,13,Surface Water,LA PLATA,37.249267,null,"ANIMAS RIVER BLW DURANGO PUMP PLANT NR DURANGO, CO<br><font color=""green"">U.S. Geological Survey</font>",7,09362520,/Date(1639015200000)/,3002204,null
null,U.S. Geological Survey,ANIBSICO,null,617,69.4,null,30,O,"rgba(255,205,0,0.7)",ANIMAS RIVER,00900284,ANIBSICO,0,CO,69.4,/Date(1637770284907)/,56,Stream Gage,/Date(1637737200000)/,cfs,null,null,74.09,Circle,-107.667577,null,70,14080104,GPS,https://dwr.state.co.us/Tools/Stations/ANIBSICO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4185898.0,265108.5,"ANIMAS RIVER BELOW SILVERTON, CO",Blue,null,13,Surface Water,SAN JUAN,37.790281,null,"ANIMAS RIVER BELOW SILVERTON, CO<br><font color=""green"">U.S. Geological Survey</font>",7,09359020,null,3002205,null
null,U.S. Geological Survey,ANICEDNM,null,621,178,null,30,O,null,ANIMAS RIVER,00900284,ANICEDNM,null,NM,178,/Date(1639016164710)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,null,3.0,Circle,-107.875344,178 cfs,1090,14080104,GPS,https://dwr.state.co.us/Tools/Stations/ANICEDNM?params=DISCHRG,DISCHRG,4102796.1,244257.0,"ANIMAS RIVER NEAR CEDAR HILL, NM",Blue,null,13,Surface Water,LA PLATA,37.036574,null,"ANIMAS RIVER NEAR CEDAR HILL, NM<br><font color=""green"">U.S. Geological Survey</font>",7,09363500,/Date(1639015200000)/,3002206,null
null,U.S. Geological Survey,ANIDURCO,null,1564,153,null,30,O,null,ANIMAS RIVER,00900284,ANIDURCO,0,CO,153,/Date(1639017962030)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,null,24.69,Circle,-107.880359,153 cfs,692,14080104,GPS,https://dwr.state.co.us/Tools/Stations/ANIDURCO?params=DISCHRG,DISCHRG,4129732.0,244629.3,"ANIMAS RIVER AT DURANGO, CO",Blue,null,13,Surface Water,LA PLATA,37.279174,null,"ANIMAS RIVER AT DURANGO, CO<br><font color=""green"">U.S. Geological Survey</font>",7,09361500,/Date(1639017000000)/,3002200,null
0.67,DWR,ANIHOWCO,0.67 ft,1563,17.900000000000002,null,30,O,null,ANIMAS RIVER,00900284,ANIHOWCO,null,CO,17.900000000000002,/Date(1639017260140)/,56,Stream Gage,/Date(1638946800000)/,cfs,null,O,79.77,Circle,-107.599581,17.9 cfs,55,14080104,GPS,https://dwr.state.co.us/Tools/Stations/ANIHOWCO?params=DISCHRG,DISCHRG,4190454.0,271228.0,"ANIMAS RIVER AT HOWARDSVILLE, CO",Blue,0.67,13,Surface Water,SAN JUAN,37.832855,ft,"ANIMAS RIVER AT HOWARDSVILLE, CO",7,09357500,/Date(1639017000000)/,3002201,GAGE_HT
null,U.S. Geological Survey,ANISILCO,null,619,32.9,null,30,O,"rgba(255,205,0,0.7)",ANIMAS RIVER,00900284,ANISILCO,0,CO,32.9,/Date(1637622690430)/,56,Stream Gage,/Date(1637564400000)/,cfs,null,null,75.85,Circle,-107.659241,null,146,14080104,GPS,https://dwr.state.co.us/Tools/Stations/ANISILCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4188189.1,265908.2,"ANIMAS RIVER AT SILVERTON, CO.",Blue,null,13,Surface Water,SAN JUAN,37.811113,null,"ANIMAS RIVER AT SILVERTON, CO.<br><font color=""green"">U.S. Geological Survey</font>",7,09358000,null,3002202,null
null,U.S. Geological Survey,ANITIMCO,null,1068,87.2,null,30,O,null,ANIMAS RIVER,00900284,ANITIMCO,null,CO,87.2,/Date(1639016753720)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,null,55.99,Circle,-107.780635,87.2 cfs,348,14080104,GPS,https://dwr.state.co.us/Tools/Stations/ANITIMCO?params=DISCHRG,DISCHRG,4161773.1,254426.3,"ANIMAS RIVER AT TALL TIMBER RESORT ABOVE TACOMA,CO",Blue,null,13,Surface Water,LA PLATA,37.570282,null,"ANIMAS RIVER AT TALL TIMBER RESORT ABOVE TACOMA,CO<br><font color=""green"">U.S. Geological Survey</font>",7,09359500,/Date(1639015200000)/,3002203,null
null,U.S. Geological Survey,ANTABMCO,null,7375,56.4,null,40,O,"rgba(255,255,100,0.9)",ANTHRACITE CREEK,00186401,ANTABMCO,null,CO,56.4,/Date(1638143495020)/,26,Stream Gage,/Date(1638082800000)/,cfs,null,null,0.32,Circle,-107.358346,56.4 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/ANTABMCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4312454.5,295595.2,"ANTHRACITE CREEK ABOVE MOUTH NEAR SOMERSET, CO",Blue,null,13,Surface Water,GUNNISON,38.937222,null,"ANTHRACITE CREEK ABOVE MOUTH NEAR SOMERSET, CO<br><font color=""green"">U.S. Geological Survey</font>",4,09132095,/Date(1638142200000)/,4003142,null
null,U.S. Geological Survey,APIFOWCO,null,495,5.97,null,17,O,null,APISHAPA RIVER,00204805,APIFOWCO,0,CO,5.97,/Date(1639016751200)/,45,Stream Gage,/Date(1638946800000)/,cfs,null,null,2.45,Circle,-103.967626,5.97 cfs,1125,11020007,User supplied,https://dwr.state.co.us/Tools/Stations/APIFOWCO?params=DISCHRG,DISCHRG,4218356.6,590508.4,"APISHAPA RIVER NEAR FOWLER, CO",Blue,null,13,Surface Water,OTERO,38.108509,null,"APISHAPA RIVER NEAR FOWLER, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07119500,/Date(1639016100000)/,1709502,null
-0.1,DWR,AR151ECO,-0.10 ft,9425,0,null,67,O,null,ARKANSAS RIVER,00078956,AR151ECO,null,CO,0,/Date(1639018610560)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,59.94,Circle,-102.925195,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/AR151ECO?params=DISCHRG,DISCHRG,4224761.0,681795.0,AR151ECO ARF HEADGATE 151E (VERHOEFF FARMS INLET),Green,-0.1,13,Surface Water,BENT,38.152431,ft,AR151ECO ARF HEADGATE 151E (VERHOEFF FARMS INLET),2,null,/Date(1639017900000)/,6701016,GAGE_HT
-0.9500000000000001,DWR,AR201WCO,-0.95 ft,8512,0,null,67,O,null,ARKANSAS RIVER,00078956,AR201WCO,null,CO,0,/Date(1639018250680)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,46.05,Circle,-102.77012,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/AR201WCO?params=DISCHRG,DISCHRG,4234885.0,695148.0,ARF HEADGATE 201E (WILEY DRAIN WEST OUTLET),Green,-0.9500000000000001,13,Surface Water,BENT,38.240815,ft,ARF HEADGATE 201E (WILEY DRAIN WEST OUTLET),2,null,/Date(1639017900000)/,6701014,GAGE_HT
-0.66,DWR,AR205ECO,-0.66 ft,8513,0,null,67,O,null,ARKANSAS RIVER,00078956,AR205ECO,null,CO,0,/Date(1639018130440)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,46.05,Circle,-102.765313,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/AR205ECO?params=DISCHRG,DISCHRG,4234224.0,695585.0,ARF HEADGATE 205 (WILEY DRAIN EAST OUTLET),Green,-0.66,13,Surface Water,BENT,38.234768,ft,ARF HEADGATE 205 (WILEY DRAIN EAST OUTLET),2,null,/Date(1639017900000)/,6701015,GAGE_HT
-0.65,DWR,AR230GCO,-0.65 ft,9681,0,null,67,O,null,ARKANSAS RIVER,00078956,AR230GCO,null,CO,0,/Date(1639018820953)/,50,Diversion Structure,/Date(1638946800000)/,cfs,null,O,41.32,Circle,-102.675841,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/AR230GCO?params=DISCHRG,DISCHRG,4225041.0,703652.0,ARF HEADGATE 230G (UPPER),Green,-0.65,13,Surface Water,PROWERS,38.150283,ft,ARF HEADGATE 230G (UPPER),2,null,/Date(1639017900000)/,6701017,GAGE_HT
-4.05,DWR,AR230LCO,-4.05 ft,9733,null,M,67,O,null,ARKANSAS RIVER,00078956,AR230LCO,null,CO,null,/Date(1639018760560)/,50,Diversion Structure,/Date(1638946800000)/,cfs,null,O,41.29,Circle,-102.669439,"<span title=""Missing Rating Table"" style=""cursor: help;"">M</span>",null,null,GPS,https://dwr.state.co.us/Tools/Stations/AR230LCO?params=DISCHRG,DISCHRG,4225024.0,704213.0,ARF HEADGATE 230G (RECHARGE LOWER),Green,-4.05,13,Surface Water,PROWERS,38.149996,ft,ARF HEADGATE 230G (RECHARGE LOWER),2,null,/Date(1639017900000)/,6701018,GAGE_HT
-0.05,DWR,ARF027CO,-0.05 ft,8071,0,null,17,O,null,ARKANSAS RIVER,00078956,ARF027CO,null,CO,0,/Date(1639018280513)/,45,Diversion Structure,/Date(1638946800000)/,cfs,null,O,99.64,Circle,-103.434525,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF027CO?params=DISCHRG,DISCHRG,4213122.0,637346.0,ARF HEADGATE 27 (BENTS FORT),Green,-0.05,13,Surface Water,OTERO,38.055437,ft,ARF HEADGATE 27 (BENTS FORT),2,null,/Date(1639017900000)/,1701001,GAGE_HT
-0.25,DWR,ARF049CO,-0.25 ft,7970,0,null,17,O,null,ARKANSAS RIVER,00078956,ARF049CO,null,CO,0,/Date(1639018010283)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,91.14,Circle,-103.350275,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF049CO?params=DISCHRG,DISCHRG,4217308.0,644666.0,ARF HEADGATE 49-D (HORSE CREEK),Green,-0.25,13,Surface Water,BENT,38.092008,ft,ARF HEADGATE 49-D (HORSE CREEK),2,null,/Date(1639017900000)/,1701000,GAGE_HT
-0.09,DWR,ARF125CO,-0.09 ft,7971,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF125CO,null,CO,0,/Date(1639017770240)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,73.2,Circle,-103.099462,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF125CO?params=DISCHRG,DISCHRG,4221815.0,666578.0,"ARF HEADGATE 125 (GAGEBY, UPPER)",Green,-0.09,13,Surface Water,BENT,38.128834,ft,"ARF HEADGATE 125 (GAGEBY, UPPER)",2,null,/Date(1639017000000)/,6701006,GAGE_HT
-0.32,DWR,ARF126CO,-0.32 ft,7935,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF126CO,null,CO,0,/Date(1639017980687)/,50,Diversion Structure,/Date(1638946800000)/,cfs,null,O,73.2,Circle,-103.096489,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF126CO?params=DISCHRG,DISCHRG,4219170.0,666893.0,"ARF HEADGATE 126 (GAGEBY, LOWER)",Green,-0.32,13,Surface Water,PROWERS,38.10495,ft,"ARF HEADGATE 126 (GAGEBY, LOWER)",2,null,/Date(1639017000000)/,6701002,GAGE_HT
-0.62,DWR,ARF145CO,-0.62 ft,7972,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF145CO,null,CO,0,/Date(1639016689810)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,64.15,Circle,-102.967133,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF145CO?params=DISCHRG,DISCHRG,4217242.0,678283.0,ARF HEADGATE 145 (HASTY),Green,-0.62,13,Surface Water,BENT,38.085408,ft,ARF HEADGATE 145 (HASTY),2,null,/Date(1639016100000)/,6701005,GAGE_HT
-0.15,DWR,ARF14SCO,-0.15 ft,8068,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF14SCO,null,CO,0,/Date(1639016329713)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,64.15,Circle,-102.967588,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF14SCO?params=DISCHRG,DISCHRG,4217425.0,678239.0,ARF HEADGATE 145 (UPPER),Green,-0.15,13,Surface Water,BENT,38.087065,ft,ARF HEADGATE 145 (UPPER),2,null,/Date(1639016100000)/,6701007,GAGE_HT
-0.06,DWR,ARF160CO,-0.06 ft,7973,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF160CO,null,CO,0,/Date(1639018160370)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,56.79,Circle,-102.870589,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF160CO?params=DISCHRG,DISCHRG,4222217.0,686641.0,ARF HEADGATE 160 (LIMESTONE),Green,-0.06,13,Surface Water,BENT,38.128529,ft,ARF HEADGATE 160 (LIMESTONE),2,null,/Date(1639017900000)/,6701004,GAGE_HT
-0.09,DWR,ARF162CO,-0.09 ft,8065,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF162CO,null,CO,0,/Date(1639018190570)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,54.96,Circle,-102.859769,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF162CO?params=DISCHRG,DISCHRG,4219482.0,687653.0,ARF HEADGATE 162 (UPPER),Green,-0.09,13,Surface Water,BENT,38.103687,ft,ARF HEADGATE 162 (UPPER),2,null,/Date(1639017900000)/,6701009,GAGE_HT
-0.11,DWR,ARF166CO,-0.11 ft,7974,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF166CO,null,CO,0,/Date(1639018370423)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,52.04,Circle,-102.816655,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF166CO?params=DISCHRG,DISCHRG,4219088.0,691445.0,ARF HEADGATE 166 (MCCLAVE),Green,-0.11,13,Surface Water,BENT,38.099343,ft,ARF HEADGATE 166 (MCCLAVE),2,null,/Date(1639017900000)/,6701003,GAGE_HT
-0.38,DWR,ARF16TCO,-0.38 ft,8072,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF16TCO,null,CO,0,/Date(1639018280513)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,54.99,Circle,-102.860227,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF16TCO?params=DISCHRG,DISCHRG,4219084.0,687622.0,ARF HEADGATE 162 (LOWER),Green,-0.38,13,Surface Water,BENT,38.100108,ft,ARF HEADGATE 162 (LOWER),2,null,/Date(1639017900000)/,6701008,GAGE_HT
-0.02,DWR,ARF181CO,-0.02 ft,7936,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF181CO,null,CO,0,/Date(1639017770253)/,50,Diversion Structure,/Date(1638946800000)/,cfs,null,O,50.44,Circle,-102.792718,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF181CO?params=DISCHRG,DISCHRG,4219607.0,693533.0,ARF HEADGATE 181 (GRAVEYARD),Green,-0.02,13,Surface Water,PROWERS,38.103572,ft,ARF HEADGATE 181 (GRAVEYARD),2,null,/Date(1639017000000)/,6701001,GAGE_HT
-0.12,DWR,ARF182CO,-0.12 ft,7937,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF182CO,null,CO,0,/Date(1639017110123)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,48.99,Circle,-102.769787,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF182CO?params=DISCHRG,DISCHRG,4225716.0,695398.0,ARF HEADGATE 182 (RIVER VIEW),Green,-0.12,13,Surface Water,BENT,38.158187,ft,ARF HEADGATE 182 (RIVER VIEW),2,null,/Date(1639017000000)/,6701000,GAGE_HT
-0.01,DWR,ARF201CO,-0.01 ft,8397,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF201CO,null,CO,0,/Date(1639018370393)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,46.11,Circle,-102.7839,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF201CO?params=DISCHRG,DISCHRG,4234520.0,693950.0,"ARF HEADGATE 201E (WILEY DRAIN, WEST)",Green,-0.01,13,Surface Water,BENT,38.237787,ft,"ARF HEADGATE 201E (WILEY DRAIN, WEST)",2,null,/Date(1639017900000)/,6701012,GAGE_HT
-0.24,DWR,ARF205CO,-0.24 ft,8398,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF205CO,null,CO,0,/Date(1639018370423)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,46.05,Circle,-102.753898,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF205CO?params=DISCHRG,DISCHRG,4234583.0,696576.0,"ARF HEADGATE 205 (WILEY DRAIN, EAST)",Green,-0.24,13,Surface Water,BENT,38.237784,ft,"ARF HEADGATE 205 (WILEY DRAIN, EAST)",2,null,/Date(1639017900000)/,6701013,GAGE_HT
-0.06,DWR,ARF259CO,-0.06 ft,8238,0,null,67,O,null,ARKANSAS RIVER,00078956,ARF259CO,null,CO,0,/Date(1639016660030)/,50,Diversion Structure,/Date(1638946800000)/,cfs,null,O,38.11,Circle,-102.610724,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF259CO?params=DISCHRG,DISCHRG,4224354.0,709380.0,ARF HEADGATE 259 (WHEATRIDGE) ,Green,-0.06,13,Surface Water,PROWERS,38.142785,ft,ARF HEADGATE 259 (WHEATRIDGE) ,2,null,/Date(1639016100000)/,6701011,GAGE_HT
-0.71,DWR,ARF27LCO,-0.71 ft,8239,0,null,17,O,null,ARKANSAS RIVER,00078956,ARF27LCO,null,CO,0,/Date(1639016269810)/,45,Diversion Structure,/Date(1638946800000)/,cfs,null,O,99.67,Circle,-103.431037,0 cfs,null,null,null,https://dwr.state.co.us/Tools/Stations/ARF27LCO?params=DISCHRG,DISCHRG,4212596.0,637661.0,"ARF HEADGATE 27 (BENTS FORT, LOWER)",Green,-0.71,13,Surface Water,OTERO,38.05065,ft,"ARF HEADGATE 27 (BENTS FORT, LOWER)",2,null,/Date(1639016100000)/,1701002,GAGE_HT
null,U.S. Geological Survey,ARIKHANE,null,2832,0,null,65,O,null,ARIKAREE RIVER,00835484,ARIKHANE,null,NE,0,/Date(1639016163110)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.0,Circle,-101.9675,0 cfs,null,10250001,User supplied,https://dwr.state.co.us/Tools/Stations/ARIKHANE?params=DISCHRG,DISCHRG,4435401.0,758764.2,"ARIKAREE RIVER AT HAIGLER, NEBR.",Blue,null,13,Surface Water,null,40.029167,null,"ARIKAREE RIVER AT HAIGLER, NEBR.<br><font color=""green"">U.S. Geological Survey</font>",1,06821500,/Date(1639015200000)/,6502901,null
null,U.S. Geological Survey,ARK227CO,null,2915,15.3,null,14,O,null,ARKANSAS RIVER,00078956,ARK227CO,0,CO,15.3,/Date(1639017960717)/,51,Stream Gage,/Date(1638946800000)/,cfs,null,null,193.37,Circle,-104.595845,15.3 cfs,0,11020002,GPS,https://dwr.state.co.us/Tools/Stations/ARK227CO?params=DISCHRG,DISCHRG,4234062.3,535362.1,ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 AT PUEBLO,Blue,null,13,Surface Water,PUEBLO,38.253892,null,"ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 AT PUEBLO<br><font color=""green"">U.S. Geological Survey</font>",2,07099973,/Date(1639017000000)/,1409504,null
7.67,DWR,ARKAMCCO,7.67 ft,9680,2.08,null,67,O,null,ARKANSAS RIVER,00078956,ARKAMCCO,null,CO,2.08,/Date(1639015279697)/,6,Stream Gage,/Date(1638946800000)/,cfs,null,O,49.13,Circle,-102.768369,2.08 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/ARKAMCCO?params=DISCHRG,DISCHRG,4218538.0,695695.0,ARKANSAS RIVER ABOVE AMITY CANAL,Blue,7.67,13,Surface Water,BENT,38.093479,ft,ARKANSAS RIVER ABOVE AMITY CANAL,2,null,/Date(1639014300000)/,6709512,GAGE_HT
null,U.S. Geological Survey,ARKAVOCO,null,1194,360,null,14,O,null,ARKANSAS RIVER,00078956,ARKAVOCO,0,CO,360,/Date(1639018571650)/,51,Stream Gage,/Date(1638946800000)/,cfs,null,null,179.35,Circle,-104.399149,360 cfs,6327,11020002,User supplied,https://dwr.state.co.us/Tools/Stations/ARKAVOCO?params=DISCHRG,DISCHRG,4233508.8,552576.2,"ARKANSAS RIVER NEAR AVONDALE, CO.",Blue,null,13,Surface Water,PUEBLO,38.248066,null,"ARKANSAS RIVER NEAR AVONDALE, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07109500,/Date(1639017900000)/,1409503,null
null,U.S. Geological Survey,ARKBGNCO,null,2423,148,null,11,O,"rgba(255,205,0,0.7)",ARKANSAS RIVER,00078956,ARKBGNCO,0,CO,148,/Date(1633072304773)/,8,Stream Gage,/Date(1633068000000)/,cfs,null,null,339.21,Circle,-106.22031,null,546,11020001,GPS,https://dwr.state.co.us/Tools/Stations/ARKBGNCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4316929.2,394323.1,"ARKANSAS RIVER BELOW GRANITE, CO",Blue,null,13,Surface Water,CHAFFEE,38.994998,null,"ARKANSAS RIVER BELOW GRANITE, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07087050,null,1109503,null
5.48,DWR,ARKCANCO,5.48 ft,1495,318,null,12,O,null,ARKANSAS RIVER,00078956,ARKCANCO,0,CO,318,/Date(1639016719857)/,22,Stream Gage,/Date(1638946800000)/,cfs,null,O,241.07,Circle,-105.257784,318 cfs,3117,11020002,User supplied,https://dwr.state.co.us/Tools/Stations/ARKCANCO?params=DISCHRG,DISCHRG,4253958.7,477502.1,ARKANSAS RIVER AT CANON CITY,Blue,5.48,13,Surface Water,FREMONT,38.433624,ft,ARKANSAS RIVER AT CANON CITY,2,07096000,/Date(1639016100000)/,1209500,GAGE_HT
5.03,DWR,ARKCATCO,"5.03 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",1503,null,Ssn,17,O,null,ARKANSAS RIVER,00078956,ARKCATCO,10847,CO,null,/Date(1639017320273)/,45,Stream Gage,/Date(1638946800000)/,cfs,null,O,142.19,Circle,-103.944402,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",10901,11020005,User supplied,https://dwr.state.co.us/Tools/Stations/ARKCATCO?params=DISCHRG,DISCHRG,4220322.0,592522.0,ARKANSAS RIVER AT CATLIN DAM NEAR FOWLER,Blue,5.03,13,Surface Water,OTERO,38.126012,ft,ARKANSAS RIVER AT CATLIN DAM NEAR FOWLER,2,07119700,/Date(1639017000000)/,1709503,GAGE_HT
null,U.S. Geological Survey,ARKCOOKS,null,2195,39.1,null,67,O,null,ARKANSAS RIVER,00078956,ARKCOOKS,23702,KS,39.1,/Date(1639017360950)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.0,Circle,-102.011571,39.1 cfs,25410,11030001,User supplied,https://dwr.state.co.us/Tools/Stations/ARKCOOKS?params=DISCHRG,DISCHRG,4213083.9,762306.9,"ARKANSAS RIVER NEAR COOLIDGE, KS",Blue,null,13,Surface Water,null,38.027513,null,"ARKANSAS RIVER NEAR COOLIDGE, KS<br><font color=""green"">U.S. Geological Survey</font>",2,07137500,/Date(1639016100000)/,6709510,null
null,U.S. Geological Survey,ARKEFOCO,null,481,11.7,null,11,O,null,EAST FORK ARKANSAS RIVER,00179861,ARKEFOCO,0,CO,11.7,/Date(1639016750307)/,33,Stream Gage,/Date(1638946800000)/,cfs,null,null,2.99,Circle,-106.306419,11.7 cfs,49,11020001,User supplied,https://dwr.state.co.us/Tools/Stations/ARKEFOCO?params=DISCHRG,DISCHRG,4347829.0,387308.6,"EF ARKANSAS R AT US HIGHWAY 24, NR LEADVILLE, CO.",Blue,null,13,Surface Water,LAKE,39.272495,null,"EF ARKANSAS R AT US HIGHWAY 24, NR LEADVILLE, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07079300,/Date(1639016100000)/,1109514,null
null,U.S. Geological Survey,ARKEMPCO,null,867,84.7,null,11,O,"rgba(255,205,0,0.7)",ARKANSAS RIVER,00078956,ARKEMPCO,0,CO,84.7,/Date(1630480680360)/,33,Stream Gage,/Date(1630476000000)/,cfs,null,null,354.14,Circle,-106.320033,null,237,11020001,User supplied,https://dwr.state.co.us/Tools/Stations/ARKEMPCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4335792.5,385958.8,"ARKANSAS RIVER BELOW EMPIRE GULCH NEAR MALTA, CO",Blue,null,13,Surface Water,LAKE,39.163882,null,"ARKANSAS RIVER BELOW EMPIRE GULCH NEAR MALTA, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07083710,null,1109502,null
